Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00008_100","NO2","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_00008_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00008_100","NO2","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_00008_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00012_100","Pb","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0071A_00012_100_100","3.0","m","10.0","m","2.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00014_100","Cd","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0071A_00014_100_100","3.0","m","10.0","m","2.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00015_100","Ni","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0071A_00015_100_100","3.0","m","10.0","m","2.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00018_100","As","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0071A_00018_100_100","3.0","m","10.0","m","2.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_filter-sampling","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00020_100","C6H6","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_00020_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_D9037D9037","","","automatic","","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00021_100","C6H5-CH3","27.721000000","42.6597","27.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0071A_00021_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_D9037D9037","","","automatic","","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00038_100","NO","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_00038_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00038_100","NO","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_00038_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_00464_100","m,p-C6H4(CH3)2","27.721000000","42.6597","27.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0071A_00464_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_D9037D9037","","","automatic","","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_05012_100","Pb in PM10","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_05012_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_05014_100","Cd in PM10","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_05014_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_05015_100","Ni in PM10","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_05015_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_05018_100","As in PM10","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_05018_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_05029_100","BaP in PM10","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_05029_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_GC-MS_06849","","","active","","","","","","","GC-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:74730","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_05029_100","BaP in PM10","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","","SPO_F-BG0071A_05029_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_GC-MS_06858","","","active","","","","","","","GC-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:74730","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0071A","Ns1","AMS Nesebar","SPO-BG0071A_06015_100","BaP","27.721000000","42.6598","27.0","m","urban","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0071A_06015_100_100","3.0","m","10.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_03150tecora","","","active","","","","","","","other","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:74730","1","day","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00001_100","SO2","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00001_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00001_100","SO2","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00001_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-FL_thermo43i","","","automatic","UV-FL","","thermo43i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81470","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00005_100","PM10","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00005_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00005_100","PM10","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00005_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_BETA_thermo5030SHARP","","","automatic","BETA","","thermo5030SHARP","","","","","","yes","http://www.aces.su.se/reflab/wp-content/uploads/2016/11/Demonstration_of_Equivalence_of_Ambient_Air_Monitoring.pdf","","","","https://bds-bg.org/bg/project/show/bds:proj:98388","1","day","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00007_100","O3","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00007_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00007_100","O3","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00007_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-P_thermo49i","","","automatic","UV-P","","thermo49i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81471","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00008_100","NO2","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00008_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00008_100","NO2","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00008_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00010_100","CO","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00010_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00010_100","CO","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00010_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_NDIR_thermo48i","","","automatic","NDIR","","thermo48i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81475","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00012_100","Pb","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0070A_00012_100_100","2.0","m","50.0","m","82.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00014_100","Cd","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0070A_00014_100_100","2.0","m","50.0","m","82.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00015_100","Ni","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0070A_00015_100_100","2.0","m","50.0","m","82.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00018_100","As","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","31/12/2012 23:59:59","SPO_F-BG0070A_00018_100_100","2.0","m","50.0","m","82.0","m","","","Industrial Processes","","","0","","","","","","","","","","","","","","","SPP-BG_N_AAS_tecora","","","active","","","","","","","AAS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00020_100","C6H6","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00020_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_D9037D9037","","","automatic","","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00021_100","C6H5-CH3","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00021_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_D9037D9037","","","automatic","","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00038_100","NO","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00038_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00038_100","NO","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_00038_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_00464_100","m,p-C6H4(CH3)2","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2011 00:00:00","","SPO_F-BG0070A_00464_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_D9037D9037","","","automatic","","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_05012_100","Pb in PM10","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_05012_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0070A","Ko1","AMS Kopitoto","SPO-BG0070A_05014_100","Cd in PM10","23.243900000","42.6372","1321.0","m","rural-nearcity","background","01/01/2009 00:00:00","","SPO_F-BG0070A_05014_100_100","3.0","m","50.0","m","82.0","m","","","Long-range transboundary transport","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
